강원특별자치도 동해시 평릉동,456,456,0,코아루디오션,84.9788,202306,15,"29,000",13,2014,평원로 100,,직거래,-
강원특별자치도 동해시 평릉동,456,456,0,코아루디오션,84.9788,202306,21,"29,200",5,2014,평원로 100,,중개거래,동해시
강원특별자치도 동해시 평릉동,456,456,0,코아루디오션,84.9694,202306,21,"30,000",10,2014,평원로 100,,직거래,-
강원특별자치도 동해시 효가동,480,480,0,동아더프라임1단지,84.9027,202306,7,"19,600",2,2013,양지길 20-2,,중개거래,동해시
강원특별자치도 동해시 효가동,481,481,0,동아더프라임2단지,84.9027,202306,3,"25,700",17,2013,양지길 20-1,,중개거래,동해시
강원특별자치도 동해시 효가동,362-34,362,34,유존양지,52.41,202306,15,"2,600",1,1992,양지1길 21,,중개거래,동해시
강원특별자치도 삼척시 건지동,176,176,0,코아루플러스,84.774,202306,19,"23,500",8,2015,엑스포로 173,,중개거래,삼척시
강원특별자치도 삼척시 건지동,176,176,0,코아루플러스,59.821,202306,28,"16,700",9,2015,엑스포로 173,,중개거래,삼척시
강원특별자치도 삼척시 교동,788,788,0,교동지웰,84.9811,202306,7,"25,000",7,2018,동해대로 4183,,중개거래,삼척시
강원특별자치도 삼척시 교동,757,757,0,교동청솔2차,59.85,202306,13,"9,300",3,2003,정상로 81,,중개거래,삼척시
